scale,height,width,stride_y,stride_x,radius,true_dy_feature,true_dx_feature,epe_px,zero_offset_epe_px,epe_gain_vs_zero,argmax_epe_px,pck_4px,pck_8px,confidence,entropy,true_margin,predicted_dy_px,predicted_dx_px,fusion_weight,sample,block,slice,translation,true_dy_px,true_dx_px,timestep,alpha_bar,noise_std,snr
2,32,32,16.0,16.0,2,-0.5,0.0,8.061244010925293,8.0,-0.06124401092529297,9.14201545715332,0.1055045798420906,0.48853209614753723,0.1350715011358261,0.866661787033081,-0.011586257256567478,-3.055176258087158,-0.28716713190078735,0.024886786937713623,0,2,0,3,-8,0,20,0.9673463702201843,0.18070315376278212,29.62446676657473
3,16,16,32.0,32.0,1,-0.25,0.0,6.919315338134766,8.0,1.0806846618652344,8.0,0.26923078298568726,0.6730769276618958,0.4644935429096222,0.6528906226158142,0.07070250809192657,-2.530829906463623,-0.1777680665254593,0.17376801371574402,0,2,0,3,-8,0,20,0.9673463702201843,0.18070315376278212,29.62446676657473
0,128,128,4.0,4.0,3,-2.0,0.0,7.7491655349731445,8.0,0.25083446502685547,7.879271984100342,0.03496602550148964,0.5222253799438477,0.19252198934555054,0.8166388273239136,-0.24982425570487976,-0.6197621822357178,0.07596679031848907,0.046956226229667664,0,2,0,3,-8,0,40,0.9340746998786926,0.2567592259711564,14.168683315205648
1,64,64,8.0,8.0,3,-1.0,0.0,7.904388904571533,8.0,0.0956110954284668,7.366087913513184,0.08262591809034348,0.509337842464447,0.08926700055599213,0.8929890394210815,-0.05772284045815468,-1.8128256797790527,-0.0527324303984642,0.012760250829160213,0,2,0,3,-8,0,40,0.9340746998786926,0.2567592259711564,14.168683315205648
2,32,32,16.0,16.0,2,-0.5,0.0,8.183614730834961,8.0,-0.18361473083496094,9.016670227050781,0.08256880193948746,0.47018346190452576,0.129493847489357,0.8799585103988647,-0.016436275094747543,-2.746507406234741,-0.27236872911453247,0.02150137908756733,0,2,0,3,-8,0,40,0.9340746998786926,0.2567592259711564,14.168683315205648
3,16,16,32.0,32.0,1,-0.25,0.0,7.126793384552002,8.0,0.873206615447998,8.0,0.25,0.634615421295166,0.46177995204925537,0.6601926684379578,0.0717952698469162,-2.307821750640869,-0.17906597256660461,0.16930948197841644,0,2,0,3,-8,0,40,0.9340746998786926,0.2567592259711564,14.168683315205648
0,128,128,4.0,4.0,3,0.0,-2.0,6.194014072418213,8.0,1.805985927581787,6.3043951988220215,0.1889864057302475,0.814835786819458,0.04005088657140732,0.9540982246398926,-0.015169085003435612,-0.016822857782244682,-1.9764416217803955,0.003052524523809552,0,2,0,4,0,-8,1,0.9969944357872009,0.054823026300990285,331.716232027764
1,64,64,8.0,8.0,3,0.0,-1.0,6.305686950683594,8.0,1.6943130493164062,4.460505962371826,0.2433503121137619,0.6904357671737671,0.05966774374246597,0.9084410667419434,0.0034346701577305794,-0.09098363667726517,-3.229336977005005,0.008427780121564865,0,2,0,4,0,-8,1,0.9969944357872009,0.054823026300990285,331.716232027764
2,32,32,16.0,16.0,2,0.0,-0.5,7.572183132171631,8.0,0.42781686782836914,16.645362854003906,0.18577980995178223,0.5619266033172607,0.11833764612674713,0.8774809837341309,-0.03508986905217171,-0.2921386957168579,-4.627418041229248,0.019065137952566147,0,2,0,4,0,-8,1,0.9969944357872009,0.054823026300990285,331.716232027764
3,16,16,32.0,32.0,1,0.0,-0.25,8.182299613952637,8.0,-0.18229961395263672,10.010905265808105,0.125,0.509615421295166,0.4107503294944763,0.7008265256881714,0.048666324466466904,0.1134854108095169,-2.9993183612823486,0.1300457864999771,0,2,0,4,0,-8,1,0.9969944357872009,0.054823026300990285,331.716232027764
0,128,128,4.0,4.0,3,0.0,-2.0,6.315649509429932,8.0,1.6843504905700684,7.1329426765441895,0.17468856275081635,0.7843997478485107,0.049603868275880814,0.9471644163131714,-0.04674637317657471,-0.008264771662652493,-1.8680039644241333,0.003765932284295559,0,2,0,4,0,-8,5,0.9909166693687439,0.09530650886091728,109.09177586897036
1,64,64,8.0,8.0,3,0.0,-1.0,6.363954544067383,8.0,1.6360454559326172,5.915097236633301,0.23712506890296936,0.6870402097702026,0.06084952875971794,0.9082539677619934,-0.003958686720579863,-0.07499996572732925,-3.163179874420166,0.008447145111858845,0,2,0,4,0,-8,5,0.9909166693687439,0.09530650886091728,109.09177586897036
2,32,32,16.0,16.0,2,0.0,-0.5,7.577635765075684,8.0,0.4223642349243164,16.12999153137207,0.1834862232208252,0.5619266033172607,0.11474475264549255,0.8833038210868835,-0.03473431244492531,-0.27207833528518677,-4.44802188873291,0.017674848437309265,0,2,0,4,0,-8,5,0.9909166693687439,0.09530650886091728,109.09177586897036
3,16,16,32.0,32.0,1,0.0,-0.25,8.092174530029297,8.0,-0.09217453002929688,9.857059478759766,0.13461539149284363,0.5192307829856873,0.40687981247901917,0.7094820141792297,0.04965660348534584,0.13624855875968933,-2.9729042053222656,0.1254872828722,0,2,0,4,0,-8,5,0.9909166693687439,0.09530650886091728,109.09177586897036
0,128,128,4.0,4.0,3,0.0,-2.0,6.444381237030029,8.0,1.5556187629699707,7.492182731628418,0.16279727220535278,0.7541053295135498,0.0636749416589737,0.9339976906776428,-0.08164709806442261,-0.0020697275176644325,-1.756203055381775,0.00550320278853178,0,2,0,4,0,-8,10,0.9831954836845398,0.1296322348625534,58.5078121397637
1,64,64,8.0,8.0,3,0.0,-1.0,6.439435005187988,8.0,1.5605649948120117,6.6965155601501465,0.22467459738254547,0.6830787062644958,0.06285786628723145,0.9073697328567505,-0.011704853735864162,-0.06718664616346359,-3.086427688598633,0.008627277798950672,0,2,0,4,0,-8,10,0.9831954836845398,0.1296322348625534,58.5078121397637
2,32,32,16.0,16.0,2,0.0,-0.5,7.562290668487549,8.0,0.43770933151245117,15.679973602294922,0.17431192100048065,0.56651371717453,0.11069591343402863,0.890234112739563,-0.0339096337556839,-0.24658362567424774,-4.2392096519470215,0.016101956367492676,0,2,0,4,0,-8,10,0.9831954836845398,0.1296322348625534,58.5078121397637
3,16,16,32.0,32.0,1,0.0,-0.25,8.033071517944336,8.0,-0.03307151794433594,9.376581192016602,0.13461539149284363,0.5192307829856873,0.40625444054603577,0.7135180830955505,0.051254596561193466,0.13200250267982483,-2.948009967803955,0.12391120195388794,0,2,0,4,0,-8,10,0.9831954836845398,0.1296322348625534,58.5078121397637
0,128,128,4.0,4.0,3,0.0,-2.0,6.656056880950928,8.0,1.3439431190490723,7.754696369171143,0.13901472091674805,0.7163079977035522,0.09728140383958817,0.9002716541290283,-0.14228567481040955,0.00465055089443922,-1.571763515472412,0.012514560483396053,0,2,0,4,0,-8,20,0.9673463702201843,0.18070315376278212,29.62446676657473
1,64,64,8.0,8.0,3,0.0,-1.0,6.5763983726501465,8.0,1.4236016273498535,7.281217098236084,0.21279004216194153,0.6615732908248901,0.06633204966783524,0.9070794582366943,-0.02599577233195305,-0.04521402344107628,-2.918186902999878,0.008736886084079742,0,2,0,4,0,-8,20,0.9673463702201843,0.18070315376278212,29.62446676657473
2,32,32,16.0,16.0,2,0.0,-0.5,7.5698161125183105,8.0,0.43018388748168945,15.1986083984375,0.17431192100048065,0.5504586696624756,0.1065831407904625,0.898133397102356,-0.03406866267323494,-0.2001785784959793,-3.976414442062378,0.014404135756194592,0,2,0,4,0,-8,20,0.9673463702201843,0.18070315376278212,29.62446676657473
3,16,16,32.0,32.0,1,0.0,-0.25,7.930558681488037,8.0,0.06944131851196289,8.960955619812012,0.11538462340831757,0.5288461446762085,0.4037017226219177,0.7211183905601501,0.05268649011850357,0.1690872758626938,-2.931995391845703,0.12019181996583939,0,2,0,4,0,-8,20,0.9673463702201843,0.18070315376278212,29.62446676657473
0,128,128,4.0,4.0,3,0.0,-2.0,6.974361419677734,8.0,1.0256385803222656,7.977160453796387,0.10489807277917862,0.6602491140365601,0.1733805239200592,0.8246743679046631,-0.23956073820590973,0.011024373583495617,-1.277216911315918,0.040694501250982285,0,2,0,4,0,-8,40,0.9340746998786926,0.2567592259711564,14.168683315205648
1,64,64,8.0,8.0,3,0.0,-1.0,6.793308258056641,8.0,1.2066917419433594,8.149898529052734,0.19637805223464966,0.6332767605781555,0.07476696372032166,0.9042518734931946,-0.05223161354660988,-0.007608449552208185,-2.6345608234405518,0.009292894043028355,0,2,0,4,0,-8,40,0.9340746998786926,0.2567592259711564,14.168683315205648
2,32,32,16.0,16.0,2,0.0,-0.5,7.579662799835205,8.0,0.4203372001647949,14.20490550994873,0.15366971492767334,0.5688073039054871,0.10257531702518463,0.9076361060142517,-0.03578977659344673,-0.13215738534927368,-3.6361138820648193,0.012542196549475193,0,2,0,4,0,-8,40,0.9340746998786926,0.2567592259711564,14.168683315205648
3,16,16,32.0,32.0,1,0.0,-0.25,7.782179832458496,8.0,0.2178201675415039,8.720717430114746,0.125,0.5480769276618958,0.4046016335487366,0.7271263599395752,0.0562811978161335,0.20304885506629944,-2.9144036769866943,0.11829715222120285,0,2,0,4,0,-8,40,0.9340746998786926,0.2567592259711564,14.168683315205648
0,128,128,4.0,4.0,3,0.0,2.0,6.059664249420166,8.0,1.940335750579834,6.157101631164551,0.22219261527061462,0.7734114527702332,0.042840421199798584,0.943903923034668,-0.013195200823247433,-0.024873577058315277,2.1533899307250977,0.00405152840539813,1,2,1,0,0,8,1,0.9969944357872009,0.054823026300990285,331.716232027764
1,64,64,8.0,8.0,3,0.0,1.0,6.758886814117432,8.0,1.2411131858825684,4.23436164855957,0.22754168510437012,0.6422807574272156,0.06430002301931381,0.8949644565582275,0.00503108324483037,0.07929915189743042,3.084709405899048,0.010044638067483902,1,2,1,0,0,8,1,0.9969944357872009,0.054823026300990285,331.716232027764
2,32,32,16.0,16.0,2,0.0,0.5,8.493446350097656,8.0,-0.49344635009765625,17.6645565032959,0.12938596308231354,0.5109649300575256,0.12860684096813202,0.8648511171340942,-0.041338395327329636,-0.257714182138443,2.9689605236053467,0.022160081192851067,1,2,1,0,0,8,1,0.9969944357872009,0.054823026300990285,331.716232027764
3,16,16,32.0,32.0,1,0.0,0.25,9.094034194946289,8.0,-1.094034194946289,10.725129127502441,0.056603774428367615,0.49056604504585266,0.4452177584171295,0.6723521947860718,0.059757307171821594,0.8885942697525024,1.8180694580078125,0.15532299876213074,1,2,1,0,0,8,1,0.9969944357872009,0.054823026300990285,331.716232027764
0,128,128,4.0,4.0,3,0.0,2.0,6.176272869110107,8.0,1.8237271308898926,7.030551433563232,0.20540829002857208,0.7493006587028503,0.05205109715461731,0.9378080368041992,-0.04211624339222908,-0.026644714176654816,2.048184633255005,0.004769677296280861,1,2,1,0,0,8,5,0.9909166693687439,0.09530650886091728,109.09177586897036
1,64,64,8.0,8.0,3,0.0,1.0,6.791784286499023,8.0,1.2082157135009766,5.750530242919922,0.2259279042482376,0.6417428255081177,0.06525906175374985,0.8957259058952332,-0.002212204970419407,0.07074805349111557,3.0392062664031982,0.009969418868422508,1,2,1,0,0,8,5,0.9909166693687439,0.09530650886091728,109.09177586897036
2,32,32,16.0,16.0,2,0.0,0.5,8.512425422668457,8.0,-0.512425422668457,16.715700149536133,0.12938596308231354,0.5109649300575256,0.12491349875926971,0.8706651926040649,-0.03769391030073166,-0.2518312931060791,2.846855878829956,0.020786644890904427,1,2,1,0,0,8,5,0.9909166693687439,0.09530650886091728,109.09177586897036
3,16,16,32.0,32.0,1,0.0,0.25,9.066276550292969,8.0,-1.0662765502929688,10.725129127502441,0.04716981202363968,0.49056604504585266,0.4415338635444641,0.676540732383728,0.05877210199832916,0.7918967604637146,1.8100899457931519,0.15190869569778442,1,2,1,0,0,8,5,0.9909166693687439,0.09530650886091728,109.09177586897036
0,128,128,4.0,4.0,3,0.0,2.0,6.301388263702393,8.0,1.6986117362976074,7.4888386726379395,0.19208738207817078,0.7295857071876526,0.06558239459991455,0.9258250594139099,-0.07440508157014847,-0.025727353990077972,1.9354878664016724,0.006438321899622679,1,2,1,0,0,8,10,0.9831954836845398,0.1296322348625534,58.5078121397637
1,64,64,8.0,8.0,3,0.0,1.0,6.83529806137085,8.0,1.1647019386291504,6.481973171234131,0.22001075744628906,0.637439489364624,0.06712022423744202,0.8955968618392944,-0.009812504053115845,0.05560106039047241,2.983332633972168,0.01011586282402277,1,2,1,0,0,8,10,0.9831954836845398,0.1296322348625534,58.5078121397637
2,32,32,16.0,16.0,2,0.0,0.5,8.517770767211914,8.0,-0.5177707672119141,16.026174545288086,0.12061403691768646,0.5065789222717285,0.1206207275390625,0.8777484893798828,-0.033505942672491074,-0.24932856857776642,2.7265396118164062,0.019100291654467583,1,2,1,0,0,8,10,0.9831954836845398,0.1296322348625534,58.5078121397637
3,16,16,32.0,32.0,1,0.0,0.25,9.022027015686035,8.0,-1.0220270156860352,10.725129127502441,0.056603774428367615,0.4716981053352356,0.4401778280735016,0.6784784197807312,0.058884408324956894,0.7453364133834839,1.7958192825317383,0.15064609050750732,1,2,1,0,0,8,10,0.9831954836845398,0.1296322348625534,58.5078121397637
0,128,128,4.0,4.0,3,0.0,2.0,6.5104475021362305,8.0,1.4895524978637695,7.853156566619873,0.16850939393043518,0.6974823474884033,0.09770776331424713,0.8945330381393433,-0.13070917129516602,-0.020937083289027214,1.7428847551345825,0.012961499392986298,1,2,1,0,0,8,20,0.9673463702201843,0.18070315376278212,29.62446676657473
1,64,64,8.0,8.0,3,0.0,1.0,6.911168575286865,8.0,1.0888314247131348,7.551912307739258,0.21839697659015656,0.6282947659492493,0.07013324648141861,0.8966171145439148,-0.02341732382774353,0.038567181676626205,2.8532521724700928,0.010124677792191505,1,2,1,0,0,8,20,0.9673463702201843,0.18070315376278212,29.62446676657473
2,32,32,16.0,16.0,2,0.0,0.5,8.492687225341797,8.0,-0.4926872253417969,15.44208812713623,0.12938596308231354,0.49780702590942383,0.11593043059110641,0.8862035870552063,-0.027489520609378815,-0.2276858240365982,2.6152284145355225,0.017171267420053482,1,2,1,0,0,8,20,0.9673463702201843,0.18070315376278212,29.62446676657473
3,16,16,32.0,32.0,1,0.0,0.25,8.913671493530273,8.0,-0.9136714935302734,10.18753719329834,0.028301887214183807,0.4433962404727936,0.4388484060764313,0.6813949346542358,0.05958665907382965,0.713701069355011,1.7903724908828735,0.14843404293060303,1,2,1,0,0,8,20,0.9673463702201843,0.18070315376278212,29.62446676657473
0,128,128,4.0,4.0,3,0.0,2.0,6.831021308898926,8.0,1.1689786911010742,8.06052017211914,0.1325429528951645,0.6520580649375916,0.17073515057563782,0.8230991959571838,-0.2214251309633255,-0.011555763892829418,1.429206371307373,0.039327990263700485,1,2,1,0,0,8,40,0.9340746998786926,0.2567592259711564,14.168683315205648
1,64,64,8.0,8.0,3,0.0,1.0,7.023964881896973,8.0,0.9760351181030273,8.57866096496582,0.2092522829771042,0.615384578704834,0.07832146435976028,0.8952280282974243,-0.048757534474134445,0.013260724022984505,2.634652614593506,0.010704239830374718,1,2,1,0,0,8,40,0.9340746998786926,0.2567592259711564,14.168683315205648
2,32,32,16.0,16.0,2,0.0,0.5,8.466687202453613,8.0,-0.4666872024536133,15.119147300720215,0.14254386723041534,0.5043859481811523,0.11094598472118378,0.896036684513092,-0.01883469708263874,-0.2151927947998047,2.4722023010253906,0.015047090128064156,1,2,1,0,0,8,40,0.9340746998786926,0.2567592259711564,14.168683315205648
3,16,16,32.0,32.0,1,0.0,0.25,8.729851722717285,8.0,-0.7298517227172852,9.649943351745605,0.028301887214183807,0.5188679099082947,0.4412061870098114,0.6817429065704346,0.06239268556237221,0.6443889737129211,1.8118804693222046,0.14898370206356049,1,2,1,0,0,8,40,0.9340746998786926,0.2567592259711564,14.168683315205648
0,128,128,4.0,4.0,3,2.0,0.0,7.737595558166504,8.0,0.2624044418334961,7.03721809387207,0.03828463330864906,0.5056818127632141,0.04175250232219696,0.95351642370224,-0.02544661983847618,0.5013725757598877,0.03858691453933716,0.0031961656641215086,1,2,1,1,8,0,1,0.9969944357872009,0.054823026300990285,331.716232027764
1,64,64,8.0,8.0,3,1.0,0.0,8.147237777709961,8.0,-0.14723777770996094,5.125425815582275,0.09672131389379501,0.45628416538238525,0.06314243376255035,0.9014144539833069,-0.0035899244248867035,1.3051263093948364,0.07889842987060547,0.00939504336565733,1,2,1,1,8,0,1,0.9969944357872009,0.054823026300990285,331.716232027764
2,32,32,16.0,16.0,2,0.5,0.0,8.042020797729492,8.0,-0.04202079772949219,9.494095802307129,0.18552036583423615,0.5022624731063843,0.1500459462404251,0.8314193487167358,0.0001386652293149382,2.4363224506378174,-0.41414394974708557,0.033500004559755325,1,2,1,1,8,0,1,0.9969944357872009,0.054823026300990285,331.716232027764
3,16,16,32.0,32.0,1,0.25,0.0,5.800285339355469,8.0,2.1997146606445312,8.323232650756836,0.34343433380126953,0.7171717286109924,0.5380918979644775,0.5769183039665222,0.08843498677015305,3.424044609069824,-0.4289800226688385,0.23940210044384003,1,2,1,1,8,0,1,0.9969944357872009,0.054823026300990285,331.716232027764
0,128,128,4.0,4.0,3,2.0,0.0,7.773789882659912,8.0,0.2262101173400879,7.664595603942871,0.03598484769463539,0.49512988328933716,0.05407596006989479,0.9459204077720642,-0.059680305421352386,0.4597393572330475,0.04166476055979729,0.004289618227630854,1,2,1,1,8,0,5,0.9909166693687439,0.09530650886091728,109.09177586897036
1,64,64,8.0,8.0,3,1.0,0.0,8.155289649963379,8.0,-0.1552896499633789,6.021169185638428,0.09180328249931335,0.44535520672798157,0.06583845615386963,0.9014884829521179,-0.011352606117725372,1.2682369947433472,0.08022721111774445,0.009668628685176373,1,2,1,1,8,0,5,0.9909166693687439,0.09530650886091728,109.09177586897036
2,32,32,16.0,16.0,2,0.5,0.0,8.131787300109863,8.0,-0.13178730010986328,9.47785758972168,0.16968326270580292,0.5045248866081238,0.14607536792755127,0.8403118252754211,0.0027136679273098707,2.294064521789551,-0.42291441559791565,0.03125448897480965,1,2,1,1,8,0,5,0.9909166693687439,0.09530650886091728,109.09177586897036
3,16,16,32.0,32.0,1,0.25,0.0,5.909402847290039,8.0,2.090597152709961,8.323232650756836,0.34343433380126953,0.7171717286109924,0.5320777297019958,0.5858182907104492,0.08764006197452545,3.3061389923095703,-0.42887863516807556,0.2322019338607788,1,2,1,1,8,0,5,0.9909166693687439,0.09530650886091728,109.09177586897036
0,128,128,4.0,4.0,3,2.0,0.0,7.807487487792969,8.0,0.19251251220703125,7.845002174377441,0.03206168860197067,0.49215367436408997,0.07180677354335785,0.9314936995506287,-0.09626831859350204,0.4236019253730774,0.04530313238501549,0.006715836469084024,1,2,1,1,8,0,10,0.9831954836845398,0.1296322348625534,58.5078121397637
1,64,64,8.0,8.0,3,1.0,0.0,8.177600860595703,8.0,-0.17760086059570312,6.515155792236328,0.09289617836475372,0.4409836232662201,0.06967015564441681,0.9002971649169922,-0.01945418305695057,1.2211962938308716,0.08043605834245682,0.010230899788439274,1,2,1,1,8,0,10,0.9831954836845398,0.1296322348625534,58.5078121397637
2,32,32,16.0,16.0,2,0.5,0.0,8.232623100280762,8.0,-0.23262310028076172,9.390669822692871,0.16063348948955536,0.48868781328201294,0.14133109152317047,0.850035548210144,0.0049914647825062275,2.1253340244293213,-0.42601269483566284,0.02871708571910858,1,2,1,1,8,0,10,0.9831954836845398,0.1296322348625534,58.5078121397637
3,16,16,32.0,32.0,1,0.25,0.0,6.014900207519531,8.0,1.9850997924804688,8.323232650756836,0.3232323229312897,0.7171717286109924,0.5291925072669983,0.5911347270011902,0.08776652812957764,3.184575319290161,-0.43567222356796265,0.22816883027553558,1,2,1,1,8,0,10,0.9831954836845398,0.1296322348625534,58.5078121397637
0,128,128,4.0,4.0,3,2.0,0.0,7.85731840133667,8.0,0.14268159866333008,7.9621381759643555,0.028409091755747795,0.48471319675445557,0.11247540265321732,0.8946085572242737,-0.1576870083808899,0.3714749217033386,0.05093119293451309,0.015803169459104538,1,2,1,1,8,0,20,0.9673463702201843,0.18070315376278212,29.62446676657473
1,64,64,8.0,8.0,3,1.0,0.0,8.228436470031738,8.0,-0.22843647003173828,7.061476707458496,0.08907104283571243,0.4300546646118164,0.07632093876600266,0.8991801142692566,-0.03372712433338165,1.1172699928283691,0.0774001032114029,0.011022351682186127,1,2,1,1,8,0,20,0.9673463702201843,0.18070315376278212,29.62446676657473
2,32,32,16.0,16.0,2,0.5,0.0,8.36388874053955,8.0,-0.3638887405395508,9.151457786560059,0.1515837162733078,0.4705882668495178,0.13591700792312622,0.8624027967453003,0.008586476556956768,1.9086074829101562,-0.4067958891391754,0.02558017708361149,1,2,1,1,8,0,20,0.9673463702201843,0.18070315376278212,29.62446676657473
3,16,16,32.0,32.0,1,0.25,0.0,6.149106025695801,8.0,1.8508939743041992,8.323232650756836,0.28282827138900757,0.7171717286109924,0.5233678817749023,0.6000946164131165,0.08724255114793777,2.986619710922241,-0.43150627613067627,0.22079159319400787,1,2,1,1,8,0,20,0.9673463702201843,0.18070315376278212,29.62446676657473
0,128,128,4.0,4.0,3,2.0,0.0,7.920480251312256,8.0,0.07951974868774414,8.035564422607422,0.023133117705583572,0.48322510719299316,0.19941172003746033,0.8131110072135925,-0.2527002990245819,0.3003193438053131,0.05498921498656273,0.049574971199035645,1,2,1,1,8,0,40,0.9340746998786926,0.2567592259711564,14.168683315205648
1,64,64,8.0,8.0,3,1.0,0.0,8.293350219726562,8.0,-0.2933502197265625,7.40560245513916,0.08142076432704926,0.4229508340358734,0.09123031795024872,0.8936006426811218,-0.059569451957941055,0.9879030585289001,0.06353720277547836,0.013217355124652386,1,2,1,1,8,0,40,0.9340746998786926,0.2567592259711564,14.168683315205648
2,32,32,16.0,16.0,2,0.5,0.0,8.512998580932617,8.0,-0.5129985809326172,9.044153213500977,0.13348416984081268,0.43891406059265137,0.1303253471851349,0.8769351243972778,0.013384799472987652,1.6752374172210693,-0.37516069412231445,0.02202770486474037,1,2,1,1,8,0,40,0.9340746998786926,0.2567592259711564,14.168683315205648
3,16,16,32.0,32.0,1,0.25,0.0,6.347516059875488,8.0,1.6524839401245117,8.323232650756836,0.2525252401828766,0.7070707082748413,0.5192782282829285,0.6086767315864563,0.08786041289567947,2.7311739921569824,-0.4249098002910614,0.21453595161437988,1,2,1,1,8,0,40,0.9340746998786926,0.2567592259711564,14.168683315205648
0,128,128,4.0,4.0,3,2.0,2.0,9.85129451751709,11.313708498984761,1.4624139814676713,8.082673072814941,0.009604978375136852,0.15259739756584167,0.04284779354929924,0.944428026676178,-0.020063668489456177,0.5384553670883179,2.0756049156188965,0.003970481920987368,1,2,1,2,8,8,1,0.9969944357872009,0.054823026300990285,331.716232027764
1,64,64,8.0,8.0,3,1.0,1.0,9.749066352844238,11.313708498984761,1.5646421461405229,6.050097465515137,0.040437158197164536,0.2852459251880646,0.06352724134922028,0.8970167636871338,-0.002403476508334279,1.3354873657226562,3.123034715652466,0.009849170222878456,1,2,1,2,8,8,1,0.9969944357872009,0.054823026300990285,331.716232027764
2,32,32,16.0,16.0,2,0.5,0.5,10.811333656311035,11.313708498984761,0.502374842673726,19.739227294921875,0.07013574987649918,0.26696833968162537,0.1257479041814804,0.8676867485046387,-0.051334358751773834,1.4267001152038574,2.9329745769500732,0.02150886133313179,1,2,1,2,8,8,1,0.9969944357872009,0.054823026300990285,331.716232027764
3,16,16,32.0,32.0,1,0.25,0.25,9.802098274230957,11.313708498984761,1.5116102247538041,15.188652992248535,0.06060606241226196,0.3636363744735718,0.428951621055603,0.6920517683029175,0.04457525908946991,3.397662878036499,1.937961459159851,0.14072464406490326,1,2,1,2,8,8,1,0.9969944357872009,0.054823026300990285,331.716232027764
0,128,128,4.0,4.0,3,2.0,2.0,9.928182601928711,11.313708498984761,1.3855258970560502,9.3510160446167,0.009199134074151516,0.1425865739583969,0.051847927272319794,0.9386566877365112,-0.047066524624824524,0.504398763179779,1.9742109775543213,0.004712303169071674,1,2,1,2,8,8,5,0.9909166693687439,0.09530650886091728,109.09177586897036
1,64,64,8.0,8.0,3,1.0,1.0,9.775190353393555,11.313708498984761,1.5385181455912065,7.748849391937256,0.04371584951877594,0.2775956392288208,0.06416025757789612,0.8979482054710388,-0.009361638687551022,1.299777865409851,3.0827441215515137,0.009785288944840431,1,2,1,2,8,8,5,0.9909166693687439,0.09530650886091728,109.09177586897036
2,32,32,16.0,16.0,2,0.5,0.5,10.862224578857422,11.313708498984761,0.4514839201273393,19.30622673034668,0.0656108632683754,0.2624434530735016,0.120926633477211,0.8744564056396484,-0.04711882397532463,1.34925377368927,2.7921953201293945,0.019764285534620285,1,2,1,2,8,8,5,0.9909166693687439,0.09530650886091728,109.09177586897036
3,16,16,32.0,32.0,1,0.25,0.25,9.819097518920898,11.313708498984761,1.4946109800638627,15.047395706176758,0.08080808073282242,0.3737373650074005,0.4221344292163849,0.7006964683532715,0.04359878599643707,3.2227327823638916,1.9518976211547852,0.13459546864032745,1,2,1,2,8,8,5,0.9909166693687439,0.09530650886091728,109.09177586897036
0,128,128,4.0,4.0,3,2.0,2.0,10.013386726379395,11.313708498984761,1.3003217726053666,9.953717231750488,0.008387445472180843,0.13622835278511047,0.06509041041135788,0.9269493818283081,-0.07789869606494904,0.4719635844230652,1.8643505573272705,0.0063716331496834755,1,2,1,2,8,8,10,0.9831954836845398,0.1296322348625534,58.5078121397637
